ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000002750	ENSDARG00000038737
ENSDARG00000013855	ENSDARG00000013743
ENSDARG00000068566	ENSDARG00000073780
ENSDARG00000040632	ENSDARG00000022229
ENSDARG00000062820	ENSDARG00000086847
ENSDARG00000058246	ENSDARG00000070400
ENSDARG00000023053	ENSDARG00000042055
ENSDARG00000076461	ENSDARG00000074738
ENSDARG00000062610	ENSDARG00000037682
ENSDARG00000087951	ENSDARG00000090805
ENSDARG00000070286	ENSDARG00000093071
ENSDARG00000088475	ENSDARG00000075935
ENSDARG00000055441	ENSDARG00000020286
ENSDARG00000092480	ENSDARG00000090997
ENSDARG00000094370	ENSDARG00000088989
ENSDARG00000055934	ENSDARG00000015460
ENSDARG00000070289	ENSDARG00000088259
ENSDARG00000055952	ENSDARG00000038532
ENSDARG00000075668	ENSDARG00000062627
ENSDARG00000091064	ENSDARG00000086633
ENSDARG00000032477	ENSDARG00000067841
ENSDARG00000068549	ENSDARG00000073780
ENSDARG00000040657	ENSDARG00000037357
ENSDARG00000061873	ENSDARG00000056097
ENSDARG00000093296	ENSDARG00000089174
ENSDARG00000069888	ENSDARG00000087096
ENSDARG00000061480	ENSDARG00000067567
ENSDARG00000086511	ENSDARG00000033042
ENSDARG00000011034	ENSDARG00000022229
ENSDARG00000089833	ENSDARG00000045765
ENSDARG00000035127	ENSDARG00000057737
ENSDARG00000078185	ENSDARG00000075088
ENSDARG00000053884	ENSDARG00000003910
ENSDARG00000075984	ENSDARG00000041921
ENSDARG00000086591	ENSDARG00000086233
ENSDARG00000079716	ENSDARG00000059812
ENSDARG00000088475	ENSDARG00000095637
ENSDARG00000053015	ENSDARG00000077200
ENSDARG00000088084	ENSDARG00000090043
ENSDARG00000094183	ENSDARG00000041248
ENSDARG00000077975	ENSDARG00000068178
ENSDARG00000074659	ENSDARG00000067537
ENSDARG00000009922	ENSDARG00000002510
ENSDARG00000029479	ENSDARG00000020607
ENSDARG00000077854	ENSDARG00000077771
ENSDARG00000077245	ENSDARG00000052633
ENSDARG00000091226	ENSDARG00000045665
ENSDARG00000043059	ENSDARG00000070721
ENSDARG00000089217	ENSDARG00000058746
ENSDARG00000088847	ENSDARG00000086657
ENSDARG00000063713	ENSDARG00000069765
ENSDARG00000039150	ENSDARG00000089898
ENSDARG00000037178	ENSDARG00000015554
ENSDARG00000068644	ENSDARG00000089331
ENSDARG00000079361	ENSDARG00000043037
ENSDARG00000059360	ENSDARG00000025397
ENSDARG00000061233	ENSDARG00000076547
ENSDARG00000069763	ENSDARG00000044511
ENSDARG00000016421	ENSDARG00000008219
ENSDARG00000062608	ENSDARG00000074959
ENSDARG00000045253	ENSDARG00000038232
ENSDARG00000051726	ENSDARG00000088259
ENSDARG00000058332	ENSDARG00000028618
ENSDARG00000062023	ENSDARG00000078179
ENSDARG00000037378	ENSDARG00000040190
ENSDARG00000039878	ENSDARG00000008322
ENSDARG00000036715	ENSDARG00000023279
ENSDARG00000043951	ENSDARG00000089195
ENSDARG00000058393	ENSDARG00000087071
ENSDARG00000041157	ENSDARG00000003109
ENSDARG00000020857	ENSDARG00000078829
ENSDARG00000019417	ENSDARG00000016725
ENSDARG00000021735	ENSDARG00000079295
ENSDARG00000015759	ENSDARG00000008407
ENSDARG00000069625	ENSDARG00000087751
ENSDARG00000011034	ENSDARG00000073780
ENSDARG00000045253	ENSDARG00000088435
ENSDARG00000056000	ENSDARG00000033266
ENSDARG00000070155	ENSDARG00000006260
ENSDARG00000077556	ENSDARG00000075597
ENSDARG00000063144	ENSDARG00000062462
ENSDARG00000058690	ENSDARG00000055607
ENSDARG00000077962	ENSDARG00000061921
ENSDARG00000009511	ENSDARG00000013598
ENSDARG00000095538	ENSDARG00000056741
ENSDARG00000090973	ENSDARG00000094493
ENSDARG00000023185	ENSDARG00000039895
ENSDARG00000059653	ENSDARG00000078133
ENSDARG00000070883	ENSDARG00000014208
ENSDARG00000056960	ENSDARG00000057743
ENSDARG00000045253	ENSDARG00000071364
ENSDARG00000078123	ENSDARG00000074739
ENSDARG00000088898	ENSDARG00000069766
ENSDARG00000027196	ENSDARG00000040513
ENSDARG00000060766	ENSDARG00000086858
ENSDARG00000057519	ENSDARG00000079424
ENSDARG00000073699	ENSDARG00000031483
ENSDARG00000078222	ENSDARG00000077477
ENSDARG00000034203	ENSDARG00000091066
ENSDARG00000023168	ENSDARG00000033266
ENSDARG00000043133	ENSDARG00000069505
ENSDARG00000018399	ENSDARG00000058230
ENSDARG00000036985	ENSDARG00000094799
ENSDARG00000078327	ENSDARG00000074636
ENSDARG00000045172	ENSDARG00000057058
ENSDARG00000077539	ENSDARG00000077867
ENSDARG00000042811	ENSDARG00000017542
ENSDARG00000031751	ENSDARG00000018750
ENSDARG00000091064	ENSDARG00000041032
ENSDARG00000091064	ENSDARG00000041030
ENSDARG00000012881	ENSDARG00000024560
ENSDARG00000088061	ENSDARG00000076997
ENSDARG00000045253	ENSDARG00000077200
ENSDARG00000086604	ENSDARG00000091051
ENSDARG00000091778	ENSDARG00000090805
ENSDARG00000051736	ENSDARG00000086233
ENSDARG00000075511	ENSDARG00000091720
ENSDARG00000062820	ENSDARG00000089112
ENSDARG00000090279	ENSDARG00000025600
ENSDARG00000039547	ENSDARG00000088259
ENSDARG00000071368	ENSDARG00000094778
ENSDARG00000092743	ENSDARG00000079909
ENSDARG00000093027	ENSDARG00000078339
ENSDARG00000074937	ENSDARG00000076507
ENSDARG00000040362	ENSDARG00000035137
ENSDARG00000074521	ENSDARG00000074073
ENSDARG00000043581	ENSDARG00000069991
ENSDARG00000094589	ENSDARG00000071364
ENSDARG00000009624	ENSDARG00000040816
ENSDARG00000036090	ENSDARG00000031876
ENSDARG00000016405	ENSDARG00000038695
ENSDARG00000060018	ENSDARG00000078202
ENSDARG00000015552	ENSDARG00000032221
ENSDARG00000034801	ENSDARG00000004753
ENSDARG00000091064	ENSDARG00000025600
ENSDARG00000057612	ENSDARG00000032862
ENSDARG00000078253	ENSDARG00000068086
ENSDARG00000051726	ENSDARG00000089397
ENSDARG00000062780	ENSDARG00000075551
ENSDARG00000070360	ENSDARG00000070404
ENSDARG00000074937	ENSDARG00000088686
ENSDARG00000040633	ENSDARG00000045760
ENSDARG00000044975	ENSDARG00000094041
ENSDARG00000029635	ENSDARG00000056097
ENSDARG00000061052	ENSDARG00000075378
ENSDARG00000092434	ENSDARG00000094867
ENSDARG00000069368	ENSDARG00000061149
ENSDARG00000019365	ENSDARG00000090268
ENSDARG00000017704	ENSDARG00000023362
ENSDARG00000007769	ENSDARG00000028367
ENSDARG00000068928	ENSDARG00000087451
ENSDARG00000086859	ENSDARG00000040190
ENSDARG00000095381	ENSDARG00000088829
ENSDARG00000078359	ENSDARG00000058366
ENSDARG00000027088	ENSDARG00000045979
ENSDARG00000089719	ENSDARG00000095115
ENSDARG00000070586	ENSDARG00000042934
ENSDARG00000057519	ENSDARG00000071889
ENSDARG00000093215	ENSDARG00000089297
ENSDARG00000036542	ENSDARG00000018765
ENSDARG00000094744	ENSDARG00000089397
ENSDARG00000036457	ENSDARG00000046079
ENSDARG00000032469	ENSDARG00000005800
ENSDARG00000004405	ENSDARG00000040474
ENSDARG00000091854	ENSDARG00000074966
ENSDARG00000056180	ENSDARG00000038532
ENSDARG00000070297	ENSDARG00000079909
ENSDARG00000007808	ENSDARG00000015989
ENSDARG00000090499	ENSDARG00000061562
ENSDARG00000091203	ENSDARG00000075128
ENSDARG00000017195	ENSDARG00000070389
ENSDARG00000087707	ENSDARG00000092238
ENSDARG00000056154	ENSDARG00000022229
ENSDARG00000070206	ENSDARG00000020286
ENSDARG00000039547	ENSDARG00000087694
ENSDARG00000056478	ENSDARG00000060783
ENSDARG00000005775	ENSDARG00000018032
ENSDARG00000091878	ENSDARG00000091720
ENSDARG00000071070	ENSDARG00000031737
ENSDARG00000045608	ENSDARG00000069160
ENSDARG00000062278	ENSDARG00000074025
ENSDARG00000017354	ENSDARG00000022727
ENSDARG00000060723	ENSDARG00000061560
ENSDARG00000078034	ENSDARG00000028804
ENSDARG00000036031	ENSDARG00000013843
ENSDARG00000086969	ENSDARG00000074959
ENSDARG00000078691	ENSDARG00000094507
ENSDARG00000070286	ENSDARG00000086233
ENSDARG00000089289	ENSDARG00000089593
ENSDARG00000087707	ENSDARG00000091216
ENSDARG00000076107	ENSDARG00000095637
ENSDARG00000040490	ENSDARG00000045200
ENSDARG00000089086	ENSDARG00000054026
ENSDARG00000069622	ENSDARG00000087751
ENSDARG00000056000	ENSDARG00000038532
ENSDARG00000042172	ENSDARG00000057121
ENSDARG00000074937	ENSDARG00000086546
ENSDARG00000051775	ENSDARG00000086552
ENSDARG00000045592	ENSDARG00000029995
ENSDARG00000029474	ENSDARG00000060116
ENSDARG00000086903	ENSDARG00000069770
ENSDARG00000041502	ENSDARG00000034895
ENSDARG00000045262	ENSDARG00000011459
ENSDARG00000078136	ENSDARG00000059685
ENSDARG00000019157	ENSDARG00000062101
ENSDARG00000088475	ENSDARG00000077771
ENSDARG00000076107	ENSDARG00000076707
ENSDARG00000086969	ENSDARG00000078400
ENSDARG00000076307	ENSDARG00000054921
ENSDARG00000042145	ENSDARG00000002330
ENSDARG00000062326	ENSDARG00000087636
ENSDARG00000078951	ENSDARG00000076707
ENSDARG00000073935	ENSDARG00000038283
ENSDARG00000095494	ENSDARG00000041404
ENSDARG00000052668	ENSDARG00000005612
ENSDARG00000094681	ENSDARG00000070813
ENSDARG00000061690	ENSDARG00000055081
ENSDARG00000093549	ENSDARG00000079727
ENSDARG00000033854	ENSDARG00000087388
ENSDARG00000002552	ENSDARG00000018530
ENSDARG00000071368	ENSDARG00000088435
ENSDARG00000052468	ENSDARG00000017803
ENSDARG00000092269	ENSDARG00000054683
ENSDARG00000035655	ENSDARG00000006092
ENSDARG00000042513	ENSDARG00000058945
ENSDARG00000033544	ENSDARG00000029124
ENSDARG00000079542	ENSDARG00000076868
ENSDARG00000016551	ENSDARG00000073822
ENSDARG00000018327	ENSDARG00000056379
ENSDARG00000004392	ENSDARG00000004451
ENSDARG00000043661	ENSDARG00000070567
ENSDARG00000075735	ENSDARG00000078865
ENSDARG00000061903	ENSDARG00000073780
ENSDARG00000014790	ENSDARG00000074572
ENSDARG00000059973	ENSDARG00000061631
ENSDARG00000075379	ENSDARG00000087235
ENSDARG00000059826	ENSDARG00000075394
ENSDARG00000061883	ENSDARG00000033266
ENSDARG00000077854	ENSDARG00000071889
ENSDARG00000006220	ENSDARG00000089507
ENSDARG00000078874	ENSDARG00000089167
ENSDARG00000056151	ENSDARG00000029204
ENSDARG00000071482	ENSDARG00000010267
ENSDARG00000087002	ENSDARG00000091791
ENSDARG00000077539	ENSDARG00000010684
ENSDARG00000062610	ENSDARG00000076707
ENSDARG00000014222	ENSDARG00000002082
ENSDARG00000074599	ENSDARG00000076496
ENSDARG00000062590	ENSDARG00000021987
ENSDARG00000014427	ENSDARG00000087845
ENSDARG00000095622	ENSDARG00000086657
ENSDARG00000006705	ENSDARG00000036707
ENSDARG00000045190	ENSDARG00000093818
ENSDARG00000079721	ENSDARG00000055930
ENSDARG00000089485	ENSDARG00000039979
ENSDARG00000075379	ENSDARG00000086546
ENSDARG00000052178	ENSDARG00000005827
ENSDARG00000070005	ENSDARG00000034011
ENSDARG00000022378	ENSDARG00000056690
ENSDARG00000007015	ENSDARG00000077847
ENSDARG00000068428	ENSDARG00000040135
ENSDARG00000087039	ENSDARG00000086745
ENSDARG00000046157	ENSDARG00000035756
ENSDARG00000087861	ENSDARG00000074849
ENSDARG00000086895	ENSDARG00000089174
ENSDARG00000035993	ENSDARG00000028119
ENSDARG00000077096	ENSDARG00000087524
ENSDARG00000074664	ENSDARG00000088111
ENSDARG00000018382	ENSDARG00000043243
ENSDARG00000032619	ENSDARG00000021372
ENSDARG00000039577	ENSDARG00000022841
ENSDARG00000063292	ENSDARG00000054418
ENSDARG00000090918	ENSDARG00000007836
ENSDARG00000042677	ENSDARG00000031075
ENSDARG00000077229	ENSDARG00000076265
ENSDARG00000016464	ENSDARG00000058760
ENSDARG00000011869	ENSDARG00000095324
ENSDARG00000043953	ENSDARG00000095637
ENSDARG00000062674	ENSDARG00000020252
ENSDARG00000093027	ENSDARG00000075724
ENSDARG00000070831	ENSDARG00000086499
ENSDARG00000052950	ENSDARG00000026840
ENSDARG00000067989	ENSDARG00000042670
ENSDARG00000079653	ENSDARG00000068290
ENSDARG00000093944	ENSDARG00000089174
ENSDARG00000053254	ENSDARG00000002589
ENSDARG00000039547	ENSDARG00000086751
ENSDARG00000068920	ENSDARG00000052254
ENSDARG00000070297	ENSDARG00000089397
ENSDARG00000091924	ENSDARG00000089297
ENSDARG00000042231	ENSDARG00000044039
ENSDARG00000060280	ENSDARG00000076650
ENSDARG00000076122	ENSDARG00000086956
ENSDARG00000060768	ENSDARG00000076829
ENSDARG00000004169	ENSDARG00000033655
ENSDARG00000056087	ENSDARG00000088717
ENSDARG00000062608	ENSDARG00000079424
ENSDARG00000020924	ENSDARG00000061579
ENSDARG00000077389	ENSDARG00000058941
ENSDARG00000076777	ENSDARG00000075724
ENSDARG00000014059	ENSDARG00000043716
ENSDARG00000057433	ENSDARG00000039220
ENSDARG00000001014	ENSDARG00000063295
ENSDARG00000093148	ENSDARG00000079782
ENSDARG00000004871	ENSDARG00000060235
ENSDARG00000034203	ENSDARG00000086751
ENSDARG00000093636	ENSDARG00000028786
ENSDARG00000001859	ENSDARG00000086393
ENSDARG00000089963	ENSDARG00000038147
ENSDARG00000089560	ENSDARG00000025658
ENSDARG00000070254	ENSDARG00000089405
ENSDARG00000074089	ENSDARG00000071895
ENSDARG00000074089	ENSDARG00000071894
ENSDARG00000074089	ENSDARG00000071891
ENSDARG00000074089	ENSDARG00000071890
ENSDARG00000074089	ENSDARG00000071893
ENSDARG00000074089	ENSDARG00000071892
ENSDARG00000042080	ENSDARG00000087994
ENSDARG00000006010	ENSDARG00000013076
ENSDARG00000093195	ENSDARG00000079909
ENSDARG00000045887	ENSDARG00000089887
ENSDARG00000038967	ENSDARG00000090602
ENSDARG00000054400	ENSDARG00000017571
ENSDARG00000016304	ENSDARG00000019293
ENSDARG00000087707	ENSDARG00000004598
ENSDARG00000052215	ENSDARG00000095113
ENSDARG00000091064	ENSDARG00000041019
ENSDARG00000033587	ENSDARG00000032326
ENSDARG00000056080	ENSDARG00000073741
ENSDARG00000090188	ENSDARG00000074270
ENSDARG00000014545	ENSDARG00000076498
ENSDARG00000042502	ENSDARG00000068820
ENSDARG00000086037	ENSDARG00000061794
ENSDARG00000034588	ENSDARG00000008797
ENSDARG00000070297	ENSDARG00000095115
ENSDARG00000094661	ENSDARG00000056075
ENSDARG00000052056	ENSDARG00000052775
ENSDARG00000025081	ENSDARG00000004954
ENSDARG00000036940	ENSDARG00000074656
ENSDARG00000076108	ENSDARG00000094222
ENSDARG00000017255	ENSDARG00000031325
ENSDARG00000074372	ENSDARG00000078141
ENSDARG00000089560	ENSDARG00000075128
ENSDARG00000076451	ENSDARG00000090721
ENSDARG00000069792	ENSDARG00000008219
ENSDARG00000038624	ENSDARG00000040599
ENSDARG00000089039	ENSDARG00000079909
ENSDARG00000075527	ENSDARG00000011701
ENSDARG00000039304	ENSDARG00000026473
ENSDARG00000078797	ENSDARG00000013153
ENSDARG00000013207	ENSDARG00000016788
ENSDARG00000091011	ENSDARG00000086614
ENSDARG00000027423	ENSDARG00000034434
ENSDARG00000009031	ENSDARG00000056218
ENSDARG00000006678	ENSDARG00000021186
ENSDARG00000060813	ENSDARG00000062220
ENSDARG00000062157	ENSDARG00000089355
ENSDARG00000061586	ENSDARG00000089076
ENSDARG00000039150	ENSDARG00000086549
ENSDARG00000073843	ENSDARG00000076729
ENSDARG00000074042	ENSDARG00000000068
ENSDARG00000019457	ENSDARG00000004729
ENSDARG00000060927	ENSDARG00000062501
ENSDARG00000051726	ENSDARG00000089405
ENSDARG00000078951	ENSDARG00000079640
ENSDARG00000088072	ENSDARG00000060632
ENSDARG00000088029	ENSDARG00000027697
ENSDARG00000087951	ENSDARG00000089972
ENSDARG00000091126	ENSDARG00000012409
ENSDARG00000090062	ENSDARG00000020795
ENSDARG00000092567	ENSDARG00000007912
ENSDARG00000012625	ENSDARG00000001933
ENSDARG00000068166	ENSDARG00000075362
ENSDARG00000069186	ENSDARG00000073764
ENSDARG00000012130	ENSDARG00000005913
ENSDARG00000012534	ENSDARG00000058440
ENSDARG00000074758	ENSDARG00000089355
ENSDARG00000074867	ENSDARG00000001776
ENSDARG00000076461	ENSDARG00000071889
ENSDARG00000036816	ENSDARG00000019658
ENSDARG00000001259	ENSDARG00000036152
ENSDARG00000042186	ENSDARG00000027867
ENSDARG00000078259	ENSDARG00000078063
ENSDARG00000090826	ENSDARG00000009793
ENSDARG00000023168	ENSDARG00000038532
ENSDARG00000090299	ENSDARG00000075760
ENSDARG00000091054	ENSDARG00000090225
ENSDARG00000090299	ENSDARG00000087066
ENSDARG00000074149	ENSDARG00000014655
ENSDARG00000087854	ENSDARG00000088259
ENSDARG00000018441	ENSDARG00000079647
ENSDARG00000087951	ENSDARG00000087066
ENSDARG00000090630	ENSDARG00000075760
ENSDARG00000070555	ENSDARG00000054941
ENSDARG00000079443	ENSDARG00000078247
ENSDARG00000027638	ENSDARG00000028725
ENSDARG00000078683	ENSDARG00000043905
ENSDARG00000004539	ENSDARG00000010276
ENSDARG00000021820	ENSDARG00000077326
ENSDARG00000056453	ENSDARG00000087755
ENSDARG00000077539	ENSDARG00000074738
ENSDARG00000070449	ENSDARG00000086033
ENSDARG00000086493	ENSDARG00000053833
ENSDARG00000088872	ENSDARG00000054921
ENSDARG00000074560	ENSDARG00000044577
ENSDARG00000039569	ENSDARG00000020417
ENSDARG00000068940	ENSDARG00000078113
ENSDARG00000077585	ENSDARG00000079415
ENSDARG00000017500	ENSDARG00000093343
ENSDARG00000039729	ENSDARG00000029463
ENSDARG00000068520	ENSDARG00000022229
ENSDARG00000092731	ENSDARG00000036588
ENSDARG00000053484	ENSDARG00000030107
ENSDARG00000073752	ENSDARG00000014804
ENSDARG00000060847	ENSDARG00000077244
ENSDARG00000058803	ENSDARG00000011184
ENSDARG00000055839	ENSDARG00000056439
ENSDARG00000054272	ENSDARG00000009346
ENSDARG00000070265	ENSDARG00000088291
ENSDARG00000011473	ENSDARG00000011571
ENSDARG00000024195	ENSDARG00000060113
ENSDARG00000020656	ENSDARG00000031702
ENSDARG00000042557	ENSDARG00000020600
ENSDARG00000093215	ENSDARG00000037691
ENSDARG00000075805	ENSDARG00000090925
ENSDARG00000091459	ENSDARG00000034011
ENSDARG00000089039	ENSDARG00000075216
ENSDARG00000079340	ENSDARG00000089668
ENSDARG00000086304	ENSDARG00000087235
ENSDARG00000013695	ENSDARG00000028048
ENSDARG00000091172	ENSDARG00000092218
ENSDARG00000018030	ENSDARG00000014480
ENSDARG00000071368	ENSDARG00000075760
ENSDARG00000087936	ENSDARG00000033840
ENSDARG00000070297	ENSDARG00000093756
ENSDARG00000089806	ENSDARG00000007836
ENSDARG00000014273	ENSDARG00000043010
ENSDARG00000051734	ENSDARG00000091205
ENSDARG00000078817	ENSDARG00000077906
ENSDARG00000052696	ENSDARG00000053483
ENSDARG00000070254	ENSDARG00000086751
ENSDARG00000022334	ENSDARG00000092947
ENSDARG00000014050	ENSDARG00000058961
ENSDARG00000077730	ENSDARG00000041304
ENSDARG00000039203	ENSDARG00000053753
ENSDARG00000095622	ENSDARG00000089174
ENSDARG00000058553	ENSDARG00000004406
ENSDARG00000001447	ENSDARG00000041072
ENSDARG00000036236	ENSDARG00000007959
ENSDARG00000008921	ENSDARG00000019763
ENSDARG00000089087	ENSDARG00000045143
ENSDARG00000003899	ENSDARG00000029039
ENSDARG00000077854	ENSDARG00000079640
ENSDARG00000056913	ENSDARG00000052057
ENSDARG00000078951	ENSDARG00000010684
ENSDARG00000017775	ENSDARG00000009447
ENSDARG00000076122	ENSDARG00000074612
ENSDARG00000007678	ENSDARG00000034473
ENSDARG00000061903	ENSDARG00000027697
ENSDARG00000055983	ENSDARG00000073780
ENSDARG00000055552	ENSDARG00000095919
ENSDARG00000015512	ENSDARG00000071592
ENSDARG00000088586	ENSDARG00000031737
ENSDARG00000028228	ENSDARG00000074455
ENSDARG00000024966	ENSDARG00000023914
ENSDARG00000053036	ENSDARG00000073780
ENSDARG00000079372	ENSDARG00000076981
ENSDARG00000014554	ENSDARG00000071005
ENSDARG00000090513	ENSDARG00000088846
ENSDARG00000093161	ENSDARG00000095324
ENSDARG00000051954	ENSDARG00000075561
ENSDARG00000087167	ENSDARG00000088401
ENSDARG00000030896	ENSDARG00000055395
ENSDARG00000038321	ENSDARG00000089478
ENSDARG00000068888	ENSDARG00000006757
ENSDARG00000042759	ENSDARG00000086283
ENSDARG00000045506	ENSDARG00000069171
ENSDARG00000038011	ENSDARG00000039932
ENSDARG00000078599	ENSDARG00000074255
ENSDARG00000039547	ENSDARG00000075216
ENSDARG00000051778	ENSDARG00000079909
ENSDARG00000076186	ENSDARG00000079371
ENSDARG00000029761	ENSDARG00000056892
ENSDARG00000092297	ENSDARG00000046107
ENSDARG00000051770	ENSDARG00000074260
ENSDARG00000076777	ENSDARG00000071889
ENSDARG00000093290	ENSDARG00000051804
ENSDARG00000088475	ENSDARG00000037682
ENSDARG00000076107	ENSDARG00000037682
ENSDARG00000041595	ENSDARG00000011636
ENSDARG00000069795	ENSDARG00000068227
ENSDARG00000071457	ENSDARG00000045089
ENSDARG00000068576	ENSDARG00000073780
ENSDARG00000078109	ENSDARG00000074367
ENSDARG00000077694	ENSDARG00000013020
ENSDARG00000005841	ENSDARG00000029995
ENSDARG00000001733	ENSDARG00000057833
ENSDARG00000076777	ENSDARG00000077867
ENSDARG00000060148	ENSDARG00000061758
ENSDARG00000068549	ENSDARG00000022229
ENSDARG00000000567	ENSDARG00000035910
ENSDARG00000051734	ENSDARG00000087235
ENSDARG00000071724	ENSDARG00000014969
ENSDARG00000062002	ENSDARG00000074293
ENSDARG00000079231	ENSDARG00000010816
ENSDARG00000014796	ENSDARG00000004256
ENSDARG00000060081	ENSDARG00000060106
ENSDARG00000040380	ENSDARG00000075819
ENSDARG00000019588	ENSDARG00000021805
ENSDARG00000074570	ENSDARG00000059729
ENSDARG00000078276	ENSDARG00000073974
ENSDARG00000091064	ENSDARG00000086383
ENSDARG00000089802	ENSDARG00000006062
ENSDARG00000029069	ENSDARG00000035958
ENSDARG00000045248	ENSDARG00000020504
ENSDARG00000086551	ENSDARG00000052065
ENSDARG00000008388	ENSDARG00000002235
ENSDARG00000094183	ENSDARG00000089478
ENSDARG00000087039	ENSDARG00000086406
ENSDARG00000069742	ENSDARG00000004260
ENSDARG00000076461	ENSDARG00000078400
ENSDARG00000009885	ENSDARG00000094089
ENSDARG00000041693	ENSDARG00000078774
ENSDARG00000038288	ENSDARG00000068629
ENSDARG00000093123	ENSDARG00000037695
ENSDARG00000089737	ENSDARG00000090521
ENSDARG00000068165	ENSDARG00000087956
ENSDARG00000011609	ENSDARG00000030583
ENSDARG00000046090	ENSDARG00000031299
ENSDARG00000036774	ENSDARG00000009610
ENSDARG00000025241	ENSDARG00000060054
ENSDARG00000093215	ENSDARG00000071905
ENSDARG00000093215	ENSDARG00000071904
ENSDARG00000007099	ENSDARG00000094990
ENSDARG00000092502	ENSDARG00000079425
ENSDARG00000012496	ENSDARG00000003900
ENSDARG00000062168	ENSDARG00000068705
ENSDARG00000093027	ENSDARG00000071889
ENSDARG00000056771	ENSDARG00000056075
ENSDARG00000087854	ENSDARG00000089405
ENSDARG00000034714	ENSDARG00000014239
ENSDARG00000045627	ENSDARG00000037874
ENSDARG00000045627	ENSDARG00000037873
ENSDARG00000053326	ENSDARG00000010002
ENSDARG00000018146	ENSDARG00000006207
ENSDARG00000087330	ENSDARG00000063555
ENSDARG00000029331	ENSDARG00000079131
ENSDARG00000053036	ENSDARG00000056097
ENSDARG00000035655	ENSDARG00000086515
ENSDARG00000012263	ENSDARG00000068178
