GeneID	TranscriptID	Number_sense_sites	Number_antisense_sites
ENSDARG00000078446	ENSDART00000022008	35	29	
ENSDARG00000078441	ENSDART00000141047	2	6	
ENSDARG00000078441	ENSDART00000144001	54	45	
ENSDARG00000078441	ENSDART00000109744	231	263	
ENSDARG00000078441	ENSDART00000132873	1	0	
ENSDARG00000023878	ENSDART00000090316	56	68	
ENSDARG00000023878	ENSDART00000149529	34	35	
ENSDARG00000025094	ENSDART00000147208	1	0	
ENSDARG00000025091	ENSDART00000078893	11	7	
ENSDARG00000025091	ENSDART00000152499	3	1	
ENSDARG00000054318	ENSDART00000076496	8	12	
ENSDARG00000054318	ENSDART00000141413	4	10	
ENSDARG00000019924	ENSDART00000143876	2	0	
ENSDARG00000019924	ENSDART00000134554	0	1	
ENSDARG00000019924	ENSDART00000014088	37	26	
ENSDARG00000051993	ENSDART00000073717	10	5	
ENSDARG00000051993	ENSDART00000146718	1	1	
ENSDARG00000092889	ENSDART00000147380	10	3	
ENSDARG00000092889	ENSDART00000136306	7	10	
ENSDARG00000092887	ENSDART00000132980	2	1	
ENSDARG00000092887	ENSDART00000142263	11	16	
ENSDARG00000079716	ENSDART00000138782	2	2	
ENSDARG00000079716	ENSDART00000083539	228	237	
ENSDARG00000079717	ENSDART00000111912	6	2	
ENSDARG00000079717	ENSDART00000114435	17	10	
ENSDARG00000079719	ENSDART00000112568	10	14	
ENSDARG00000079719	ENSDART00000127232	33	39	
ENSDARG00000018032	ENSDART00000151299	8	4	
ENSDARG00000018030	ENSDART00000006409	16	16	
ENSDARG00000062055	ENSDART00000089233	65	90	
ENSDARG00000062055	ENSDART00000139241	12	5	
ENSDARG00000062054	ENSDART00000151938	19	9	
ENSDARG00000062056	ENSDART00000139789	9	8	
ENSDARG00000062056	ENSDART00000135410	4	4	
ENSDARG00000062056	ENSDART00000089246	4	9	
ENSDARG00000062056	ENSDART00000147930	3	4	
ENSDARG00000062056	ENSDART00000134715	13	25	
ENSDARG00000022832	ENSDART00000029380	19	17	
ENSDARG00000022832	ENSDART00000132990	2	4	
ENSDARG00000022832	ENSDART00000136490	1	5	
ENSDARG00000062052	ENSDART00000122212	59	47	
ENSDARG00000062052	ENSDART00000128388	11	16	
ENSDARG00000062058	ENSDART00000089232	5	5	
ENSDARG00000062058	ENSDART00000143476	20	16	
ENSDARG00000062058	ENSDART00000134251	12	11	
ENSDARG00000055192	ENSDART00000082250	0	1	
ENSDARG00000055192	ENSDART00000147832	3	17	
ENSDARG00000055190	ENSDART00000142922	3	0	
ENSDARG00000054867	ENSDART00000141548	1	2	
ENSDARG00000095515	ENSDART00000142455	12	10	
ENSDARG00000095515	ENSDART00000135817	0	1	
ENSDARG00000096436	ENSDART00000152018	2	2	
ENSDARG00000096436	ENSDART00000151949	5	9	
ENSDARG00000052086	ENSDART00000127718	24	15	
ENSDARG00000052086	ENSDART00000152178	16	15	
ENSDARG00000052334	ENSDART00000103365	6	6	
ENSDARG00000052334	ENSDART00000141510	5	7	
ENSDARG00000052332	ENSDART00000074163	38	32	
ENSDARG00000052332	ENSDART00000139266	8	11	
ENSDARG00000052330	ENSDART00000074161	8	6	
ENSDARG00000052330	ENSDART00000127488	138	95	
ENSDARG00000007744	ENSDART00000052645	29	29	
ENSDARG00000007743	ENSDART00000011030	16	18	
ENSDARG00000055730	ENSDART00000078124	20	15	
ENSDARG00000055731	ENSDART00000078127	1	0	
ENSDARG00000055731	ENSDART00000143697	58	12	
ENSDARG00000055737	ENSDART00000078128	163	148	
ENSDARG00000056427	ENSDART00000137928	57	46	
ENSDARG00000056427	ENSDART00000078920	10	45	
ENSDARG00000057772	ENSDART00000090366	141	142	
ENSDARG00000057772	ENSDART00000150989	20	21	
ENSDARG00000053065	ENSDART00000136531	30	16	
ENSDARG00000053065	ENSDART00000074986	2	2	
ENSDARG00000060023	ENSDART00000084090	51	48	
ENSDARG00000060023	ENSDART00000084093	6	2	
ENSDARG00000060021	ENSDART00000084122	1	0	
ENSDARG00000060021	ENSDART00000129009	6	5	
ENSDARG00000060027	ENSDART00000084153	7	2	
ENSDARG00000060027	ENSDART00000115152	29	17	
ENSDARG00000060025	ENSDART00000087766	4	2	
ENSDARG00000060025	ENSDART00000139568	32	40	
ENSDARG00000035958	ENSDART00000144750	5	6	
ENSDARG00000035958	ENSDART00000136736	7	4	
ENSDARG00000035958	ENSDART00000025852	1	8	
ENSDARG00000035957	ENSDART00000151536	13	5	
ENSDARG00000035957	ENSDART00000052185	4	6	
ENSDARG00000035957	ENSDART00000132182	1	1	
ENSDARG00000035957	ENSDART00000150910	20	17	
ENSDARG00000062880	ENSDART00000091416	2	5	
ENSDARG00000062880	ENSDART00000146961	4	2	
ENSDARG00000062880	ENSDART00000131355	26	12	
ENSDARG00000036316	ENSDART00000052761	1	5	
ENSDARG00000036316	ENSDART00000146999	20	19	
ENSDARG00000036316	ENSDART00000146274	8	5	
ENSDARG00000062884	ENSDART00000151470	22	25	
ENSDARG00000062884	ENSDART00000091370	28	33	
ENSDARG00000024365	ENSDART00000112243	112	69	
ENSDARG00000024365	ENSDART00000138013	14	12	
ENSDARG00000070676	ENSDART00000103993	4	5	
ENSDARG00000070675	ENSDART00000133680	7	9	
ENSDARG00000070675	ENSDART00000103986	62	26	
ENSDARG00000063596	ENSDART00000093074	37	25	
ENSDARG00000063594	ENSDART00000093061	44	91	
ENSDARG00000088950	ENSDART00000144104	71	111	
ENSDARG00000088950	ENSDART00000139006	17	26	
ENSDARG00000076634	ENSDART00000148595	19	16	
ENSDARG00000076634	ENSDART00000109890	0	3	
ENSDARG00000076634	ENSDART00000150002	2	2	
ENSDARG00000052851	ENSDART00000051070	15	4	
ENSDARG00000052851	ENSDART00000074781	4	6	
ENSDARG00000052856	ENSDART00000074787	18	21	
ENSDARG00000052856	ENSDART00000125633	5	4	
ENSDARG00000052859	ENSDART00000130467	0	1	
ENSDARG00000052859	ENSDART00000136679	9	7	
ENSDARG00000087283	ENSDART00000123537	5	4	
ENSDARG00000087283	ENSDART00000128750	0	1	
ENSDARG00000005078	ENSDART00000140745	4	0	
ENSDARG00000005078	ENSDART00000013768	58	67	
ENSDARG00000063049	ENSDART00000134536	6	7	
ENSDARG00000063049	ENSDART00000091784	2	0	
ENSDARG00000063049	ENSDART00000137337	1	0	
ENSDARG00000063049	ENSDART00000136026	1	2	
ENSDARG00000058818	ENSDART00000121480	0	2	
ENSDARG00000058818	ENSDART00000101474	1	1	
ENSDARG00000058818	ENSDART00000081763	6	5	
ENSDARG00000058819	ENSDART00000081766	27	20	
ENSDARG00000058819	ENSDART00000124419	3	2	
ENSDARG00000015003	ENSDART00000138792	3	8	
ENSDARG00000015003	ENSDART00000051182	25	28	
ENSDARG00000058815	ENSDART00000122719	5	7	
ENSDARG00000058815	ENSDART00000081760	78	45	
ENSDARG00000015006	ENSDART00000006840	81	74	
ENSDARG00000015006	ENSDART00000133860	0	3	
ENSDARG00000015006	ENSDART00000145987	6	2	
ENSDARG00000086880	ENSDART00000128800	8	6	
ENSDARG00000039929	ENSDART00000058403	7	8	
ENSDARG00000039929	ENSDART00000048210	1	0	
ENSDARG00000000161	ENSDART00000153266	7	19	
ENSDARG00000000161	ENSDART00000125142	13	19	
ENSDARG00000000161	ENSDART00000000170	4	1	
ENSDARG00000070495	ENSDART00000152565	11	6	
ENSDARG00000070495	ENSDART00000109141	55	100	
ENSDARG00000033446	ENSDART00000153401	21	18	
ENSDARG00000033447	ENSDART00000042276	64	83	
ENSDARG00000033440	ENSDART00000140096	4	1	
ENSDARG00000033440	ENSDART00000146659	14	11	
ENSDARG00000033440	ENSDART00000145136	2	0	
ENSDARG00000033443	ENSDART00000139543	0	4	
ENSDARG00000033443	ENSDART00000122675	28	15	
ENSDARG00000033443	ENSDART00000143747	8	5	
ENSDARG00000033443	ENSDART00000138359	1	0	
ENSDARG00000033443	ENSDART00000077854	6	4	
ENSDARG00000090929	ENSDART00000127898	2	0	
ENSDARG00000090929	ENSDART00000135717	3	2	
ENSDARG00000069699	ENSDART00000143786	3	5	
ENSDARG00000069699	ENSDART00000016877	4	5	
ENSDARG00000069692	ENSDART00000141566	290	171	
ENSDARG00000069692	ENSDART00000101592	14	17	
ENSDARG00000069529	ENSDART00000101274	38	31	
ENSDARG00000069529	ENSDART00000110344	20	22	
ENSDARG00000006862	ENSDART00000142434	17	12	
ENSDARG00000006862	ENSDART00000026800	113	105	
ENSDARG00000006863	ENSDART00000041802	21	47	
ENSDARG00000006863	ENSDART00000145853	3	0	
ENSDARG00000006865	ENSDART00000026194	2	3	
ENSDARG00000006865	ENSDART00000131947	2	1	
ENSDARG00000006865	ENSDART00000030509	10	5	
ENSDARG00000006865	ENSDART00000146445	1	0	
ENSDARG00000042456	ENSDART00000133155	2	1	
ENSDARG00000042456	ENSDART00000062254	15	13	
ENSDARG00000014830	ENSDART00000125773	1	5	
ENSDARG00000014830	ENSDART00000007334	5	5	
ENSDARG00000014830	ENSDART00000148362	1	1	
ENSDARG00000042458	ENSDART00000075612	1	5	
ENSDARG00000042458	ENSDART00000062250	6	8	
ENSDARG00000035132	ENSDART00000138898	2	1	
ENSDARG00000035132	ENSDART00000138950	2	2	
ENSDARG00000035132	ENSDART00000050871	31	17	
ENSDARG00000035132	ENSDART00000144123	4	4	
ENSDARG00000035133	ENSDART00000122857	0	2	
ENSDARG00000035133	ENSDART00000050879	0	2	
ENSDARG00000035131	ENSDART00000050865	58	43	
ENSDARG00000035131	ENSDART00000138556	3	0	
ENSDARG00000000830	ENSDART00000000915	1	0	
ENSDARG00000000837	ENSDART00000104476	70	51	
ENSDARG00000000837	ENSDART00000098593	3	4	
ENSDARG00000000837	ENSDART00000142672	6	12	
ENSDARG00000094147	ENSDART00000150324	43	41	
ENSDARG00000073710	ENSDART00000150953	123	129	
ENSDARG00000073710	ENSDART00000024453	1	1	
ENSDARG00000074564	ENSDART00000150839	24	21	
ENSDARG00000073718	ENSDART00000151679	5	4	
ENSDARG00000073718	ENSDART00000151425	6	7	
ENSDARG00000073718	ENSDART00000130102	1	0	
ENSDARG00000042172	ENSDART00000061803	32	30	
ENSDARG00000017338	ENSDART00000101603	8	12	
ENSDARG00000017338	ENSDART00000153154	8	1	
ENSDARG00000017339	ENSDART00000149959	6	9	
ENSDARG00000017339	ENSDART00000021813	68	63	
ENSDARG00000017339	ENSDART00000150194	1	2	
ENSDARG00000094496	ENSDART00000105634	57	41	
ENSDARG00000094496	ENSDART00000148849	4	1	
ENSDARG00000094496	ENSDART00000148473	17	7	
ENSDARG00000094497	ENSDART00000147315	5	6	
ENSDARG00000094497	ENSDART00000139313	26	20	
ENSDARG00000094491	ENSDART00000145351	74	82	
ENSDARG00000094491	ENSDART00000140842	54	118	
ENSDARG00000002097	ENSDART00000064951	68	41	
ENSDARG00000002097	ENSDART00000149308	15	6	
ENSDARG00000091519	ENSDART00000135922	27	19	
ENSDARG00000075389	ENSDART00000138510	45	25	
ENSDARG00000075389	ENSDART00000113049	2	0	
ENSDARG00000075380	ENSDART00000111528	10	8	
ENSDARG00000075380	ENSDART00000110548	6	2	
ENSDARG00000075380	ENSDART00000043883	52	53	
ENSDARG00000075380	ENSDART00000125397	1	8	
ENSDARG00000075383	ENSDART00000109689	25	35	
ENSDARG00000075383	ENSDART00000145862	36	32	
ENSDARG00000075382	ENSDART00000112956	40	66	
ENSDARG00000075385	ENSDART00000109202	3	3	
ENSDARG00000075385	ENSDART00000109645	23	9	
ENSDARG00000043468	ENSDART00000143115	21	27	
ENSDARG00000043465	ENSDART00000063806	50	47	
ENSDARG00000043460	ENSDART00000128163	6	7	
ENSDARG00000043460	ENSDART00000063804	12	9	
ENSDARG00000074381	ENSDART00000108619	4	0	
ENSDARG00000074381	ENSDART00000143361	76	59	
ENSDARG00000074381	ENSDART00000142944	16	14	
ENSDARG00000074381	ENSDART00000108919	12	12	
ENSDARG00000074381	ENSDART00000143758	11	13	
ENSDARG00000002549	ENSDART00000136295	2	0	
ENSDARG00000002549	ENSDART00000135651	10	7	
ENSDARG00000002549	ENSDART00000150052	2	0	
ENSDARG00000074387	ENSDART00000110571	2	0	
ENSDARG00000074387	ENSDART00000149860	1	3	
ENSDARG00000074387	ENSDART00000148958	4	1	
ENSDARG00000074384	ENSDART00000135774	11	9	
ENSDARG00000074384	ENSDART00000135505	3	0	
ENSDARG00000012866	ENSDART00000148828	3	1	
ENSDARG00000012866	ENSDART00000110968	11	13	
ENSDARG00000012866	ENSDART00000025227	63	34	
ENSDARG00000002546	ENSDART00000137081	2	2	
ENSDARG00000002546	ENSDART00000123712	19	4	
ENSDARG00000012860	ENSDART00000097754	9	12	
ENSDARG00000012860	ENSDART00000140207	8	23	
ENSDARG00000012860	ENSDART00000126735	1	1	
ENSDARG00000095369	ENSDART00000147786	0	4	
ENSDARG00000095369	ENSDART00000142537	10	6	
ENSDARG00000095369	ENSDART00000141002	22	20	
ENSDARG00000077442	ENSDART00000144812	1	1	
ENSDARG00000010641	ENSDART00000132033	10	7	
ENSDARG00000010641	ENSDART00000039969	189	188	
ENSDARG00000010640	ENSDART00000018425	0	2	
ENSDARG00000079653	ENSDART00000064591	16	16	
ENSDARG00000079653	ENSDART00000110692	6	7	
ENSDARG00000079651	ENSDART00000152240	11	7	
ENSDARG00000079654	ENSDART00000113088	11	2	
ENSDARG00000042332	ENSDART00000129407	42	66	
ENSDARG00000042336	ENSDART00000101161	24	8	
ENSDARG00000042336	ENSDART00000017619	10	13	
ENSDARG00000045105	ENSDART00000130582	49	80	
ENSDARG00000045105	ENSDART00000066317	22	6	
ENSDARG00000045105	ENSDART00000140262	4	10	
ENSDARG00000016526	ENSDART00000149971	10	7	
ENSDARG00000016526	ENSDART00000025153	113	196	
ENSDARG00000042339	ENSDART00000146794	3	1	
ENSDARG00000042339	ENSDART00000062083	1	0	
ENSDARG00000001014	ENSDART00000092373	3	7	
ENSDARG00000001014	ENSDART00000137105	23	13	
ENSDARG00000001015	ENSDART00000145741	0	1	
ENSDARG00000001015	ENSDART00000150957	2	0	
ENSDARG00000001015	ENSDART00000104891	6	2	
ENSDARG00000001015	ENSDART00000141913	2	3	
ENSDARG00000014013	ENSDART00000076419	1	0	
ENSDARG00000014013	ENSDART00000019145	0	1	
ENSDARG00000014017	ENSDART00000012091	41	43	
ENSDARG00000014017	ENSDART00000078042	1	0	
ENSDARG00000014018	ENSDART00000134373	2	4	
ENSDARG00000014018	ENSDART00000005641	101	131	
ENSDARG00000067591	ENSDART00000097307	2	2	
ENSDARG00000067591	ENSDART00000138017	21	3	
ENSDARG00000058371	ENSDART00000146185	2	3	
ENSDARG00000058370	ENSDART00000081234	11	4	
ENSDARG00000058372	ENSDART00000148907	0	3	
ENSDARG00000058372	ENSDART00000122491	16	26	
ENSDARG00000058379	ENSDART00000081249	3	4	
ENSDARG00000058379	ENSDART00000134606	2	3	
ENSDARG00000041736	ENSDART00000153399	1	0	
ENSDARG00000041736	ENSDART00000153002	5	6	
ENSDARG00000041736	ENSDART00000061173	31	13	
ENSDARG00000041735	ENSDART00000017593	0	3	
ENSDARG00000041735	ENSDART00000145503	1	2	
ENSDARG00000041734	ENSDART00000144401	10	11	
ENSDARG00000096631	ENSDART00000152308	13	9	
ENSDARG00000096631	ENSDART00000152127	5	2	
ENSDARG00000096637	ENSDART00000152609	3	2	
ENSDARG00000096637	ENSDART00000152170	4	0	
ENSDARG00000015765	ENSDART00000151998	3	1	
ENSDARG00000015765	ENSDART00000016702	28	16	
ENSDARG00000058597	ENSDART00000148992	8	2	
ENSDARG00000058597	ENSDART00000149935	1	0	
ENSDARG00000058597	ENSDART00000149260	2	1	
ENSDARG00000059423	ENSDART00000145791	80	85	
ENSDARG00000059424	ENSDART00000144898	27	12	
ENSDARG00000059424	ENSDART00000082583	0	1	
ENSDARG00000059425	ENSDART00000082586	1	2	
ENSDARG00000059425	ENSDART00000141083	28	29	
ENSDARG00000093003	ENSDART00000148264	9	12	
ENSDARG00000093003	ENSDART00000135636	8	4	
ENSDARG00000093003	ENSDART00000052907	11	9	
ENSDARG00000093003	ENSDART00000137885	8	0	
ENSDARG00000056623	ENSDART00000079144	56	75	
ENSDARG00000056623	ENSDART00000079138	9	1	
ENSDARG00000093005	ENSDART00000140524	1	0	
ENSDARG00000093005	ENSDART00000143393	7	7	
ENSDARG00000012081	ENSDART00000102519	2	0	
ENSDARG00000012081	ENSDART00000122633	97	82	
ENSDARG00000022995	ENSDART00000148592	2	3	
ENSDARG00000022995	ENSDART00000149804	2	1	
ENSDARG00000022995	ENSDART00000030691	55	23	
ENSDARG00000078803	ENSDART00000112287	48	76	
ENSDARG00000078803	ENSDART00000144635	8	7	
ENSDARG00000068678	ENSDART00000099423	7	4	
ENSDARG00000068678	ENSDART00000142068	2	0	
ENSDARG00000087393	ENSDART00000143890	6	1	
ENSDARG00000087393	ENSDART00000139107	8	0	
ENSDARG00000090670	ENSDART00000129667	39	61	
ENSDARG00000090670	ENSDART00000145556	1	2	
ENSDARG00000090673	ENSDART00000135639	8	2	
ENSDARG00000090673	ENSDART00000122324	78	78	
ENSDARG00000056196	ENSDART00000138979	7	8	
ENSDARG00000056196	ENSDART00000078639	110	67	
ENSDARG00000056191	ENSDART00000078631	9	1	
ENSDARG00000056191	ENSDART00000140220	18	20	
ENSDARG00000056191	ENSDART00000137137	10	5	
ENSDARG00000009046	ENSDART00000141684	4	2	
ENSDARG00000009046	ENSDART00000063716	57	66	
ENSDARG00000091988	ENSDART00000136527	10	7	
ENSDARG00000091988	ENSDART00000140723	25	29	
ENSDARG00000091984	ENSDART00000131360	53	39	
ENSDARG00000091984	ENSDART00000144998	7	1	
ENSDARG00000091983	ENSDART00000143167	1	1	
ENSDARG00000091983	ENSDART00000146644	3	1	
ENSDARG00000091983	ENSDART00000153171	11	13	
ENSDARG00000013687	ENSDART00000061430	79	98	
ENSDARG00000094803	ENSDART00000133163	5	7	
ENSDARG00000094803	ENSDART00000147692	10	16	
ENSDARG00000013681	ENSDART00000140736	0	1	
ENSDARG00000013681	ENSDART00000105849	1	2	
ENSDARG00000061335	ENSDART00000140673	24	31	
ENSDARG00000021082	ENSDART00000138537	5	6	
ENSDARG00000021082	ENSDART00000108587	2	6	
ENSDARG00000029671	ENSDART00000050597	126	142	
ENSDARG00000029671	ENSDART00000133383	2	5	
ENSDARG00000013351	ENSDART00000138915	33	40	
ENSDARG00000013351	ENSDART00000132156	1	5	
ENSDARG00000013351	ENSDART00000126287	0	1	
ENSDARG00000011855	ENSDART00000132508	1	4	
ENSDARG00000011855	ENSDART00000008058	81	107	
ENSDARG00000011851	ENSDART00000052404	25	24	
ENSDARG00000053476	ENSDART00000075508	8	12	
ENSDARG00000053476	ENSDART00000133262	4	8	
ENSDARG00000053474	ENSDART00000136617	1	0	
ENSDARG00000036015	ENSDART00000052292	50	46	
ENSDARG00000036015	ENSDART00000133920	6	1	
ENSDARG00000076430	ENSDART00000149691	165	127	
ENSDARG00000076430	ENSDART00000114629	7	3	
ENSDARG00000076431	ENSDART00000109521	162	187	
ENSDARG00000076431	ENSDART00000152474	2	1	
ENSDARG00000056026	ENSDART00000078447	22	27	
ENSDARG00000076438	ENSDART00000114312	15	27	
ENSDARG00000076439	ENSDART00000114857	60	52	
ENSDARG00000025351	ENSDART00000137393	21	14	
ENSDARG00000025351	ENSDART00000110523	0	1	
ENSDARG00000028106	ENSDART00000137850	6	9	
ENSDARG00000028106	ENSDART00000031786	2	0	
ENSDARG00000076389	ENSDART00000137102	17	20	
ENSDARG00000076389	ENSDART00000123512	20	53	
ENSDARG00000026611	ENSDART00000153127	3	3	
ENSDARG00000026611	ENSDART00000037904	73	50	
ENSDARG00000063207	ENSDART00000145822	3	5	
ENSDARG00000063207	ENSDART00000092118	29	65	
ENSDARG00000026616	ENSDART00000031640	3	1	
ENSDARG00000003940	ENSDART00000144556	8	11	
ENSDARG00000003940	ENSDART00000007271	12	16	
ENSDARG00000086718	ENSDART00000126855	12	12	
ENSDARG00000086718	ENSDART00000131197	1	7	
ENSDARG00000054122	ENSDART00000131881	13	8	
ENSDARG00000054122	ENSDART00000076265	67	26	
ENSDARG00000054122	ENSDART00000131638	4	2	
ENSDARG00000022971	ENSDART00000146530	91	100	
ENSDARG00000022974	ENSDART00000135917	1	10	
ENSDARG00000022974	ENSDART00000033294	56	50	
ENSDARG00000005462	ENSDART00000026178	230	178	
ENSDARG00000005462	ENSDART00000151139	6	1	
ENSDARG00000027222	ENSDART00000148822	18	14	
ENSDARG00000096286	ENSDART00000151123	8	14	
ENSDARG00000096286	ENSDART00000151053	10	14	
ENSDARG00000004735	ENSDART00000122696	226	166	
ENSDARG00000004735	ENSDART00000006954	2	1	
ENSDARG00000004736	ENSDART00000145253	8	13	
ENSDARG00000004736	ENSDART00000144344	0	5	
ENSDARG00000031359	ENSDART00000045967	34	35	
ENSDARG00000031359	ENSDART00000137659	0	4	
ENSDARG00000033845	ENSDART00000152749	1	0	
ENSDARG00000033845	ENSDART00000138895	188	154	
ENSDARG00000033845	ENSDART00000092705	3	12	
ENSDARG00000058638	ENSDART00000138223	17	10	
ENSDARG00000052271	ENSDART00000134174	9	5	
ENSDARG00000052276	ENSDART00000140268	35	18	
ENSDARG00000052277	ENSDART00000134363	26	17	
ENSDARG00000052277	ENSDART00000074099	15	20	
ENSDARG00000052279	ENSDART00000074100	5	5	
ENSDARG00000052279	ENSDART00000127312	34	31	
ENSDARG00000075148	ENSDART00000123184	6	4	
ENSDARG00000075148	ENSDART00000112272	49	51	
ENSDARG00000075143	ENSDART00000132808	40	59	
ENSDARG00000075141	ENSDART00000114705	133	102	
ENSDARG00000075141	ENSDART00000145018	29	16	
ENSDARG00000006468	ENSDART00000020381	47	31	
ENSDARG00000006468	ENSDART00000134258	0	1	
ENSDARG00000003175	ENSDART00000146315	17	26	
ENSDARG00000073848	ENSDART00000108528	18	15	
ENSDARG00000073848	ENSDART00000042086	4	1	
ENSDARG00000032077	ENSDART00000002838	1	0	
ENSDARG00000032077	ENSDART00000143028	30	19	
ENSDARG00000032072	ENSDART00000093388	154	112	
ENSDARG00000032072	ENSDART00000132700	5	9	
ENSDARG00000032072	ENSDART00000137767	1	2	
ENSDARG00000032079	ENSDART00000152222	6	5	
ENSDARG00000062926	ENSDART00000091513	26	34	
ENSDARG00000062929	ENSDART00000091508	153	174	
ENSDARG00000062929	ENSDART00000152295	24	13	
ENSDARG00000088033	ENSDART00000137568	48	31	
ENSDARG00000088033	ENSDART00000129877	1	1	
ENSDARG00000006281	ENSDART00000004854	1	1	
ENSDARG00000006281	ENSDART00000148622	25	14	
ENSDARG00000091495	ENSDART00000140487	1	2	
ENSDARG00000008287	ENSDART00000147228	1	1	
ENSDARG00000008287	ENSDART00000082063	30	50	
ENSDARG00000010279	ENSDART00000148694	4	3	
ENSDARG00000010279	ENSDART00000148374	7	4	
ENSDARG00000010279	ENSDART00000148466	3	5	
ENSDARG00000001154	ENSDART00000001313	22	64	
ENSDARG00000001154	ENSDART00000136269	79	52	
ENSDARG00000077178	ENSDART00000139254	10	15	
ENSDARG00000077178	ENSDART00000152806	9	7	
ENSDARG00000077174	ENSDART00000111282	58	67	
ENSDARG00000077176	ENSDART00000146298	13	25	
ENSDARG00000077176	ENSDART00000132610	13	14	
ENSDARG00000077176	ENSDART00000113764	6	8	
ENSDARG00000077176	ENSDART00000143983	1	0	
ENSDARG00000077171	ENSDART00000047865	156	172	
ENSDARG00000043209	ENSDART00000129341	0	1	
ENSDARG00000043209	ENSDART00000063418	2	1	
ENSDARG00000043209	ENSDART00000142954	1	1	
ENSDARG00000034181	ENSDART00000131800	0	1	
ENSDARG00000034181	ENSDART00000147196	2	11	
ENSDARG00000034181	ENSDART00000141570	15	12	
ENSDARG00000075996	ENSDART00000141063	69	66	
ENSDARG00000075990	ENSDART00000109976	185	160	
ENSDARG00000075992	ENSDART00000126813	12	18	
ENSDARG00000075992	ENSDART00000109820	17	13	
ENSDARG00000030560	ENSDART00000042674	18	12	
ENSDARG00000030560	ENSDART00000044096	3	2	
ENSDARG00000034457	ENSDART00000141879	8	11	
ENSDARG00000034457	ENSDART00000132657	20	24	
ENSDARG00000074488	ENSDART00000114907	44	65	
ENSDARG00000074485	ENSDART00000129457	0	1	
ENSDARG00000074485	ENSDART00000021985	37	30	
ENSDARG00000011506	ENSDART00000151752	2	2	
ENSDARG00000011506	ENSDART00000103855	11	11	
ENSDARG00000011506	ENSDART00000140038	1	3	
ENSDARG00000011506	ENSDART00000150932	0	1	
ENSDARG00000074481	ENSDART00000150935	6	4	
ENSDARG00000074481	ENSDART00000132276	2	6	
ENSDARG00000074481	ENSDART00000131237	113	131	
ENSDARG00000074480	ENSDART00000110241	64	87	
ENSDARG00000074480	ENSDART00000142351	3	6	
ENSDARG00000077284	ENSDART00000133914	2	1	
ENSDARG00000077284	ENSDART00000111234	16	16	
ENSDARG00000077285	ENSDART00000138401	113	106	
ENSDARG00000042553	ENSDART00000062414	36	35	
ENSDARG00000042553	ENSDART00000135895	1	0	
ENSDARG00000042551	ENSDART00000142669	55	52	
ENSDARG00000042551	ENSDART00000062405	55	44	
